@relation sim_subject

@attribute &E_908 numeric
@attribute &E_909 numeric
@attribute &E_910 numeric
@attribute &E_911 numeric
@attribute &E_912 numeric
@attribute &E_913 numeric
@attribute &E_914 numeric
@attribute &E_915 numeric
@attribute &E_916 numeric
@attribute &E_917 numeric
@attribute &E_918 numeric
@attribute &E_919 numeric
@attribute &E_920 numeric
@attribute &E_921 numeric
@attribute &E_922 numeric
@attribute &E_923 numeric
@attribute &E_924 numeric
@attribute &E_925 numeric
@attribute &E_926 numeric
@attribute &E_927 numeric
@attribute &E_928 numeric
@attribute &E_929 numeric
@attribute &E_930 numeric
@attribute &E_931 numeric
@attribute &E_932 numeric
@attribute &E_933 numeric
@attribute &E_934 numeric
@attribute &E_935 numeric
@attribute &E_936 numeric
@attribute &E_937 numeric
@attribute &E_938 numeric
@attribute &E_939 numeric
@attribute &E_940 numeric
@attribute &E_941 numeric
@attribute &E_942 numeric
@attribute &E_943 numeric
@attribute &E_944 numeric
@attribute &E_945 numeric
@attribute &E_946 numeric
@attribute &E_947 numeric
@attribute &E_948 numeric
@attribute &E_949 numeric
@attribute &E_950 numeric
@attribute &E_951 numeric
@attribute &E_952 numeric
@attribute &E_953 numeric
@attribute &E_954 numeric
@attribute &E_955 numeric
@attribute &E_956 numeric
@attribute &E_957 numeric
@attribute &E_958 numeric
@attribute &E_959 numeric
@attribute &E_960 numeric
@attribute &E_961 numeric
@attribute &E_962 numeric
@attribute &E_963 numeric
@attribute &E_964 numeric
@attribute &E_965 numeric
@attribute &E_966 numeric
@attribute &E_967 numeric
@attribute &E_968 numeric
@attribute &E_969 numeric
@attribute &E_970 numeric
@attribute &E_971 numeric
@attribute &E_972 numeric
@attribute &E_973 numeric
@attribute &E_974 numeric
@attribute &E_975 numeric
@attribute &E_976 numeric
@attribute &E_977 numeric
@attribute &E_978 numeric
@attribute &E_979 numeric
@attribute &E_980 numeric
@attribute &E_981 numeric
@attribute &E_982 numeric
@attribute &E_983 numeric
@attribute &E_984 numeric
@attribute &E_985 numeric
@attribute &E_986 numeric
@attribute &E_987 numeric
@attribute &E_988 numeric
@attribute &E_989 numeric
@attribute &E_990 numeric
@attribute &E_991 numeric
@attribute &E_992 numeric
@attribute &E_993 numeric
@attribute &E_994 numeric
@attribute &E_995 numeric
@attribute &E_996 numeric
@attribute &E_997 numeric
@attribute &E_998 numeric
@attribute &E_999 numeric
@attribute &E_1000 numeric
@attribute &E_1001 numeric
@attribute &E_1002 numeric
@attribute &E_1003 numeric
@attribute &E_1004 numeric
@attribute &E_1005 numeric
@attribute &E_1006 numeric
@attribute &E_1007 numeric
@attribute &E_1008 numeric
@attribute &E_1009 numeric
@attribute &E_1010 numeric
@attribute &E_1011 numeric
@attribute &E_1012 numeric
@attribute &E_1013 numeric
@attribute &E_1014 numeric
@attribute &E_1015 numeric
@attribute &E_1016 numeric
@attribute &E_1017 numeric
@attribute &E_1018 numeric
@attribute &E_1019 numeric
@attribute &E_1020 numeric
@attribute &E_1021 numeric
@attribute &E_1022 numeric
@attribute &E_1023 numeric
@attribute &E_1024 numeric
@attribute &E_1025 numeric
@attribute &E_1026 numeric
@attribute &E_1027 numeric
@attribute &E_1028 numeric
@attribute &E_1029 numeric
@attribute &E_1030 numeric
@attribute &E_1031 numeric
@attribute &E_1032 numeric
@attribute &E_1033 numeric
@attribute &E_1034 numeric
@attribute &E_1035 numeric
@attribute &E_1036 numeric
@attribute &E_1037 numeric
@attribute &E_1038 numeric
@attribute &E_1039 numeric
@attribute &E_1040 numeric
@attribute &E_1041 numeric
@attribute &E_1042 numeric
@attribute &E_1043 numeric
@attribute &E_1044 numeric
@attribute &E_1045 numeric
@attribute &E_1046 numeric
@attribute &E_1047 numeric
@attribute &E_1048 numeric
@attribute &E_1049 numeric
@attribute &E_1050 numeric
@attribute &E_1051 numeric
@attribute &E_1052 numeric
@attribute &E_1053 numeric
@attribute &E_1054 numeric
@attribute &E_1055 numeric
@attribute &E_1056 numeric
@attribute &E_1057 numeric
@attribute &E_1058 numeric
@attribute &E_1059 numeric
@attribute &E_1060 numeric
@attribute &E_1061 numeric
@attribute &E_1062 numeric
@attribute &E_1063 numeric
@attribute &E_1064 numeric
@attribute &E_1065 numeric
@attribute &E_1066 numeric
@attribute &E_1067 numeric
@attribute &E_1068 numeric
@attribute &E_1069 numeric
@attribute &E_1070 numeric
@attribute &E_1071 numeric
@attribute &E_1072 numeric
@attribute &E_1073 numeric
@attribute &E_1074 numeric
@attribute &E_1075 numeric
@attribute &E_1076 numeric
@attribute &E_1077 numeric
@attribute &E_1078 numeric
@attribute &E_1079 numeric
@attribute &E_1080 numeric
@attribute &E_1081 numeric
@attribute &E_1082 numeric
@attribute &E_1083 numeric
@attribute &E_1084 numeric
@attribute &E_1085 numeric
@attribute &E_1086 numeric
@attribute &E_1087 numeric
@attribute &E_1088 numeric
@attribute &E_1089 numeric
@attribute &E_1090 numeric
@attribute &E_1091 numeric
@attribute &E_1092 numeric
@attribute &E_1093 numeric
@attribute &E_1094 numeric
@attribute &E_1095 numeric
@attribute &E_1096 numeric
@attribute &E_1097 numeric
@attribute &E_1098 numeric
@attribute &E_1099 numeric
@attribute &E_1100 numeric
@attribute &E_1101 numeric
@attribute &E_1102 numeric
@attribute &E_1103 numeric
@attribute &E_1104 numeric
@attribute &E_1105 numeric
@attribute &E_1106 numeric
@attribute &E_1107 numeric
@attribute &E_1108 numeric
@attribute &E_1109 numeric
@attribute &E_1110 numeric
@attribute &E_1111 numeric
@attribute &E_1112 numeric
@attribute &E_1113 numeric
@attribute &E_1114 numeric
@attribute &E_1115 numeric
@attribute &E_1116 numeric
@attribute &E_1117 numeric
@attribute &E_1118 numeric
@attribute &E_1119 numeric
@attribute &E_1120 numeric
@attribute &E_1121 numeric
@attribute &E_1122 numeric
@attribute &E_1123 numeric
@attribute &E_1124 numeric
@attribute &E_1125 numeric
@attribute &E_1126 numeric
@attribute &E_1127 numeric
@attribute &E_1128 numeric
@attribute &E_1129 numeric
@attribute &E_1130 numeric
@attribute &E_1131 numeric
@attribute &E_1132 numeric
@attribute &E_1133 numeric
@attribute &E_1134 numeric
@attribute &E_1135 numeric
@attribute &E_1136 numeric
@attribute &E_1137 numeric
@attribute &E_1138 numeric
@attribute &E_1139 numeric
@attribute &E_1140 numeric
@attribute &E_1141 numeric
@attribute &E_1142 numeric
@attribute &E_1143 numeric
@attribute &E_1144 numeric
@attribute &E_1145 numeric
@attribute &E_1146 numeric
@attribute &E_1147 numeric
@attribute &E_1148 numeric
@attribute &E_1149 numeric
@attribute &E_1150 numeric
@attribute &E_1151 numeric
@attribute &E_1152 numeric
@attribute &E_1153 numeric
@attribute &E_1154 numeric
@attribute &E_1155 numeric
@attribute &E_1156 numeric
@attribute &E_1157 numeric
@attribute &E_1158 numeric
@attribute &E_1159 numeric
@attribute &E_1160 numeric
@attribute &E_1161 numeric
@attribute &E_1162 numeric
@attribute &E_1163 numeric
@attribute &E_1164 numeric
@attribute &E_1165 numeric
@attribute &E_1166 numeric
@attribute &E_1167 numeric
@attribute &E_1168 numeric
@attribute &E_1169 numeric
@attribute &E_1170 numeric
@attribute &E_1171 numeric
@attribute &E_1172 numeric
@attribute &E_1173 numeric
@attribute &E_1174 numeric
@attribute &E_1175 numeric
@attribute &E_1176 numeric
@attribute &E_1177 numeric
@attribute &E_1178 numeric
@attribute &E_1179 numeric
@attribute &E_1180 numeric
@attribute &E_1181 numeric
@attribute &E_1182 numeric
@attribute &E_1183 numeric
@attribute &E_1184 numeric
@attribute &E_1185 numeric
@attribute &E_1186 numeric
@attribute &E_1187 numeric
@attribute &E_1188 numeric
@attribute &E_1189 numeric
@attribute &E_1190 numeric
@attribute &E_1191 numeric
@attribute &E_1192 numeric
@attribute &E_1193 numeric
@attribute &E_1194 numeric
@attribute &E_1195 numeric
@attribute &E_1196 numeric
@attribute &E_1197 numeric
@attribute &E_1198 numeric
@attribute &E_1199 numeric
@attribute &E_1200 numeric
@attribute &E_1201 numeric
@attribute &E_1202 numeric
@attribute &E_1203 numeric
@attribute &E_1204 numeric
@attribute &E_1205 numeric
@attribute &E_1206 numeric
@attribute &E_1207 numeric
@attribute Folder {0_spam,bill,bill_williams_iii,calendar,california_messages,canada,contacts,el_paso,enron_messages,forney,gwolfe,hr,human_resources,inbox,operations_committee_isas,personal,preschedule,rt_cuts,rt_strat,schedule_crawler,sent_items,settlements,symesees,tie_meter_multipliers,timbelden}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inbox
0.176777,0.176777,0.176777,0.176777,0.875,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.67082,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.75,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.75,0.176777,0.176777,0.176777,0.176777,0.176777,0.782624,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.875,0.75,0.176777,0.75,0.75,0.176777,0.75,0.75,0.75,0.75,0.75,0.75,0.875,0.75,0.75,0.75,0.176777,0.176777,0.75,0.875,0.75,0.75,0.875,0.875,0.75,0.176777,0.75,0.782624,0.75,0.75,0.75,0.75,0.75,0.176777,0.875,0.75,0.75,0.75,0.75,0.176777,0.75,0.75,0.75,0.75,0.75,0.875,0.875,0.75,0.75,0.875,0.75,0.75,0.67082,0.782624,0.75,0.782624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158115,0.176777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,schedule_crawler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316229,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250001,0.316229,0,0.316229,0,0,0,0.316229,0,0.353553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bill_williams_iii
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447215,0.447215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bill_williams_iii
0.176777,0.176777,0.176777,0.176777,0.625,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.559017,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.625,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.625,0.176777,0.176777,0.176777,0.176777,0.176777,0.559017,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.625,0.75,0.176777,0.625,0.625,0.176777,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.176777,0.176777,0.625,0.625,0.625,0.75,0.625,0.625,0.625,0.176777,0.625,0.559017,0.75,0.625,0.625,0.625,0.625,0.176777,0.625,0.625,0.625,0.625,0.625,0.176777,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.75,0.625,0.625,0.625,0.559017,0.559017,0.75,0.559017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158115,0.176777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,schedule_crawler
0.176777,0.176777,0.176777,0.176777,0.625,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.559017,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.625,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.625,0.176777,0.176777,0.176777,0.176777,0.176777,0.559017,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.625,0.75,0.176777,0.625,0.625,0.176777,0.625,0.625,0.75,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.176777,0.176777,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.176777,0.625,0.559017,0.75,0.625,0.625,0.625,0.625,0.176777,0.75,0.75,0.625,0.625,0.625,0.176777,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.559017,0.559017,0.75,0.559017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158115,0.176777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,schedule_crawler
0.158114,0.158114,0.158114,0.158114,0.894427,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.7,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.782624,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.782624,0.158114,0.158114,0.158114,0.158114,0.158114,0.9,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.894427,0.782624,0.158114,0.782624,0.782624,0.158114,0.782624,0.782624,0.782624,0.782624,0.782624,0.782624,0.894427,0.782624,0.782624,0.782624,0.158114,0.158114,0.782624,0.782624,0.782624,0.782624,0.894427,0.894427,0.782624,0.158114,0.782624,0.9,0.782624,0.782624,0.782624,0.782624,0.782624,0.158114,0.894427,0.782624,0.782624,0.782624,0.782624,0.158114,0.782624,0.782624,0.782624,0.782624,0.782624,0.894427,0.782624,0.782624,0.782624,0.894427,0.782624,0.782624,0.7,0.9,0.782624,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141422,0.158114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,schedule_crawler
0.176777,0.176777,0.176777,0.176777,0.75,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.67082,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.75,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.75,0.176777,0.176777,0.176777,0.176777,0.176777,0.782624,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.75,0.875,0.176777,0.75,0.75,0.176777,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.176777,0.176777,0.75,0.75,0.75,0.875,0.75,0.75,0.75,0.176777,0.75,0.782624,0.875,0.75,0.75,0.75,0.75,0.176777,0.75,0.75,0.75,0.75,0.75,0.176777,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.875,0.75,0.75,0.75,0.67082,0.782624,0.875,0.782624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158115,0.176777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,schedule_crawler
0.176777,0.176777,0.176777,0.176777,0.75,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.67082,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.75,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.75,0.176777,0.176777,0.176777,0.176777,0.176777,0.782624,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.75,0.875,0.176777,0.75,0.75,0.176777,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.176777,0.176777,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.176777,0.75,0.782624,0.875,0.75,0.75,0.75,0.75,0.176777,0.75,0.75,0.75,0.75,0.75,0.176777,0.75,0.75,0.75,0.875,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.67082,0.782624,0.875,0.782624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158115,0,0,0,0,0,0,0,0.158115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117851,0,0,0,0,0.133631,0,0,0,0,0,0,0,0,0,0,0,0.158115,0.176777,0,0,0,0,0,0,0,0,0,0,0,0,0.204124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,schedule_crawler
0.176777,0.176777,0.176777,0.176777,0.875,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.894427,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.875,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.875,0.176777,0.176777,0.176777,0.176777,0.176777,0.894427,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.75,0.875,0.176777,0.75,0.875,0.176777,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.176777,0.176777,0.75,0.75,0.75,0.75,0.75,0.75,0.875,0.176777,0.75,0.782624,0.75,0.75,0.875,0.75,0.75,0.176777,0.75,0.75,0.75,0.75,0.75,0.176777,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.875,0.75,0.67082,0.782624,0.75,0.782624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158115,0.176777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,schedule_crawler
0.158114,0.158114,0.158114,0.158114,0.559017,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.5,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.559017,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.559017,0.158114,0.158114,0.158114,0.158114,0.158114,0.5,0.158114,0.158114,0.158114,0.158114,0.158114,0.158114,0.559017,0.67082,0.158114,0.559017,0.782624,0.158114,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.158114,0.158114,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.158114,0.559017,0.5,0.67082,0.559017,0.782624,0.559017,0.559017,0.158114,0.559017,0.559017,0.559017,0.559017,0.559017,0.158114,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.559017,0.5,0.5,0.67082,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141422,0.158114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,schedule_crawler
1,1,1,1,0.176777,1,1,1,1,1,1,1,1,1,1,0.158114,1,1,1,1,1,1,1,1,1,1,0.176777,1,1,1,1,1,1,0.176777,1,1,1,1,1,0.158114,1,1,1,1,1,1,0.176777,0.176777,1,0.176777,0.176777,1,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,1,1,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,1,0.176777,0.158114,0.176777,0.176777,0.176777,0.176777,0.176777,1,0.176777,0.176777,0.176777,0.176777,0.176777,1,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.176777,0.158114,0.158114,0.176777,0.158114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,schedule_crawler
